"Entidad","Periodo","Valor"
"Fondos de Pensiones y Cesantias","2011-11-01",39977553.7967297
"Fondos de Prima Media","2011-11-01",3556830.47039707
"Instituciones Oficiales Especiales","2011-11-01",8073890.98863457
"Ministerio de Hacienda y CP","2011-11-01",4346543.8945419
"Otros Fondos","2011-11-01",40686.9195238
"Personas Juridicas","2011-11-01",1065300.45189723
"Personas Naturales","2011-11-01",435901.6482126
"Proveedores de Infraestructura","2011-11-01",1179137.0701431
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2011-12-01",584689.54969935
"Banco de la Republica","2011-12-01",1033354.47725726
"Bancos Comerciales","2011-12-01",30235864.0870862
"Carteras Colectivas y Fondos Administrados","2011-12-01",2156544.8129633
"Comisionistas de Bolsa","2011-12-01",825518.828831304
"Compañias de Financiamiento Comercial","2011-12-01",352890.501
"Compañias de Seguros y Capitalizacion","2011-12-01",9458892.4357841
"Cooperativas Grado Super. Caracter Finan","2011-12-01",26263.532182
"Corporaciones Financieras","2011-12-01",696829.562101917
"Entidades Publicas","2011-12-01",11577115.8582125
"Entidades sin Animo de Lucro","2011-12-01",215852.6996542
"Fiducia Publica","2011-12-01",24971966.7796285
"Fondos de Capital Extranjero","2011-12-01",4440233.5036525
"Fondos de Pensiones y Cesantias","2011-12-01",39585545.7921183
"Fondos de Prima Media","2011-12-01",3562318.20061507
"Instituciones Oficiales Especiales","2011-12-01",8058537.77453477
"Ministerio de Hacienda y CP","2011-12-01",4514546.8607341
"Otros Fondos","2011-12-01",33115.3122932
"Personas Juridicas","2011-12-01",1004833.89102119
"Personas Naturales","2011-12-01",410621.6523528
"Proveedores de Infraestructura","2011-12-01",1199163.4298814
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-01-01",583340.92369935
"Banco de la Republica","2012-01-01",1029446.57477846
"Bancos Comerciales","2012-01-01",31116096.3697237
"Carteras Colectivas y Fondos Administrados","2012-01-01",2416723.8348616
"Comisionistas de Bolsa","2012-01-01",882362.323934805
"Compañias de Financiamiento Comercial","2012-01-01",327844.1655
"Compañias de Seguros y Capitalizacion","2012-01-01",9325585.65102143
"Cooperativas Grado Super. Caracter Finan","2012-01-01",43336.3555
"Corporaciones Financieras","2012-01-01",959325.300866334
"Entidades Publicas","2012-01-01",12261833.8774697
"Entidades sin Animo de Lucro","2012-01-01",178145.8199895
"Fiducia Publica","2012-01-01",25705478.4371035
"Fondos de Capital Extranjero","2012-01-01",4144707.0847825
"Fondos de Pensiones y Cesantias","2012-01-01",39647259.4263803
"Fondos de Prima Media","2012-01-01",3485549.69695157
"Instituciones Oficiales Especiales","2012-01-01",8013286.21291628
"Ministerio de Hacienda y CP","2012-01-01",3981677.2087353
"Otros Fondos","2012-01-01",28710.0525956
"Personas Juridicas","2012-01-01",912458.176110385
"Personas Naturales","2012-01-01",387733.2861188
"Proveedores de Infraestructura","2012-01-01",1107538.6630064
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-02-01",566397.11019935
"Banco de la Republica","2012-02-01",1030030.08559266
"Bancos Comerciales","2012-02-01",30022594.426313
"Carteras Colectivas y Fondos Administrados","2012-02-01",2410064.2934815
"Comisionistas de Bolsa","2012-02-01",855586.977321618
"Compañias de Financiamiento Comercial","2012-02-01",327012.815
"Compañias de Seguros y Capitalizacion","2012-02-01",9403624.71004893
"Cooperativas Grado Super. Caracter Finan","2012-02-01",42740.7825
"Corporaciones Financieras","2012-02-01",951249.051659816
"Entidades Publicas","2012-02-01",12985561.2173599
"Entidades sin Animo de Lucro","2012-02-01",182211.6922715
"Fiducia Publica","2012-02-01",25899654.8393658
"Fondos de Capital Extranjero","2012-02-01",5020274.4354875
"Fondos de Pensiones y Cesantias","2012-02-01",39847273.1119824
"Fondos de Prima Media","2012-02-01",3464461.20351857
"Instituciones Oficiales Especiales","2012-02-01",8482450.58916916
"Ministerio de Hacienda y CP","2012-02-01",4313553.6348795
"Otros Fondos","2012-02-01",32741.2921195
"Personas Juridicas","2012-02-01",879730.577248372
"Personas Naturales","2012-02-01",369876.856009
"Proveedores de Infraestructura","2012-02-01",1082565.1922015
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-03-01",544432.94669935
"Banco de la Republica","2012-03-01",1030761.61199606
"Bancos Comerciales","2012-03-01",29346030.3067451
"Carteras Colectivas y Fondos Administrados","2012-03-01",2335954.5021928
"Comisionistas de Bolsa","2012-03-01",669356.241454344
"Compañias de Financiamiento Comercial","2012-03-01",248014.7875
"Compañias de Seguros y Capitalizacion","2012-03-01",9435327.16546933
"Cooperativas Grado Super. Caracter Finan","2012-03-01",46298.7
"Corporaciones Financieras","2012-03-01",1217391.40722918
"Entidades Publicas","2012-03-01",14185699.7540553
"Entidades sin Animo de Lucro","2012-03-01",189200.1245068
"Fiducia Publica","2012-03-01",25773286.5092289
"Fondos de Capital Extranjero","2012-03-01",4992814.0390225
"Fondos de Pensiones y Cesantias","2012-03-01",40383561.6603746
"Fondos de Prima Media","2012-03-01",3438807.34252757
"Instituciones Oficiales Especiales","2012-03-01",8474137.85412336
"Ministerio de Hacienda y CP","2012-03-01",4212602.3581929
"Otros Fondos","2012-03-01",30817.7098809
"Personas Juridicas","2012-03-01",922239.923723546
"Personas Naturales","2012-03-01",381501.8210395
"Proveedores de Infraestructura","2012-03-01",814781.9146293
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-04-01",476819.87350385
"Banco de la Republica","2012-04-01",922891.54119106
"Bancos Comerciales","2012-04-01",29733717.5363245
"Carteras Colectivas y Fondos Administrados","2012-04-01",2176319.7232983
"Comisionistas de Bolsa","2012-04-01",658190.037838724
"Compañias de Financiamiento Comercial","2012-04-01",96254.9895
"Compañias de Seguros y Capitalizacion","2012-04-01",9134402.32825265
"Cooperativas Grado Super. Caracter Finan","2012-04-01",35411.7473658
"Corporaciones Financieras","2012-04-01",901432.304837039
"Entidades Publicas","2012-04-01",12163612.3459103
"Entidades sin Animo de Lucro","2012-04-01",192528.2872758
"Fiducia Publica","2012-04-01",25799694.1398166
"Fondos de Capital Extranjero","2012-04-01",5049781.1844875
"Fondos de Pensiones y Cesantias","2012-04-01",41589703.465949
"Fondos de Prima Media","2012-04-01",3425078.88010257
"Instituciones Oficiales Especiales","2012-04-01",8465345.60585561
"Ministerio de Hacienda y CP","2012-04-01",5507376.0366379
"Otros Fondos","2012-04-01",28085.682116
"Personas Juridicas","2012-04-01",848063.476398466
"Personas Naturales","2012-04-01",329365.5971085
"Proveedores de Infraestructura","2012-04-01",733731.8561943
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-05-01",476847.51744935
"Banco de la Republica","2012-05-01",911896.08321856
"Bancos Comerciales","2012-05-01",29666587.1396507
"Carteras Colectivas y Fondos Administrados","2012-05-01",2087500.9768728
"Comisionistas de Bolsa","2012-05-01",646138.804662484
"Compañias de Financiamiento Comercial","2012-05-01",44635.572
"Compañias de Seguros y Capitalizacion","2012-05-01",8963400.29080279
"Cooperativas Grado Super. Caracter Finan","2012-05-01",43793.496
"Corporaciones Financieras","2012-05-01",1394134.21806386
"Entidades Publicas","2012-05-01",12135420.4593878
"Entidades sin Animo de Lucro","2012-05-01",180584.9175904
"Fiducia Publica","2012-05-01",26136892.3688409
"Fondos de Capital Extranjero","2012-05-01",4491597.89596
"Fondos de Pensiones y Cesantias","2012-05-01",41345294.644484
"Fondos de Prima Media","2012-05-01",3458706.81042247
"Instituciones Oficiales Especiales","2012-05-01",8714966.69037393
"Ministerio de Hacienda y CP","2012-05-01",5581593.9617904
"Otros Fondos","2012-05-01",29936.188416
"Personas Juridicas","2012-05-01",880370.950388006
"Personas Naturales","2012-05-01",313927.2183968
"Proveedores de Infraestructura","2012-05-01",749224.8550768
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-06-01",455857.99344935
"Banco de la Republica","2012-06-01",912104.52563696
"Bancos Comerciales","2012-06-01",30448656.6221042
"Carteras Colectivas y Fondos Administrados","2012-06-01",1955984.5613376
"Comisionistas de Bolsa","2012-06-01",672723.682318669
"Compañias de Financiamiento Comercial","2012-06-01",36841.628
"Compañias de Seguros y Capitalizacion","2012-06-01",8851249.05498363
"Cooperativas Grado Super. Caracter Finan","2012-06-01",29110.461924
"Corporaciones Financieras","2012-06-01",1676670.11644954
"Entidades Publicas","2012-06-01",12098624.5165582
"Entidades sin Animo de Lucro","2012-06-01",195464.1057208
"Fiducia Publica","2012-06-01",26130562.3876176
"Fondos de Capital Extranjero","2012-06-01",4746541.30822
"Fondos de Pensiones y Cesantias","2012-06-01",42292993.55436
"Fondos de Prima Media","2012-06-01",3468262.77171687
"Instituciones Oficiales Especiales","2012-06-01",8662748.02110479
"Ministerio de Hacienda y CP","2012-06-01",4217981.0213688
"Otros Fondos","2012-06-01",28714.324352
"Personas Juridicas","2012-06-01",760971.131418221
"Personas Naturales","2012-06-01",329419.0930064
"Proveedores de Infraestructura","2012-06-01",711223.1553496
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-07-01",459781.64644935
"Banco de la Republica","2012-07-01",912288.04764826
"Bancos Comerciales","2012-07-01",29784577.0611501
"Carteras Colectivas y Fondos Administrados","2012-07-01",2264947.3947257
"Comisionistas de Bolsa","2012-07-01",768593.659440648
"Compañias de Financiamiento Comercial","2012-07-01",21516.5685
"Compañias de Seguros y Capitalizacion","2012-07-01",8807995.10809902
"Cooperativas Grado Super. Caracter Finan","2012-07-01",34136.0795
"Corporaciones Financieras","2012-07-01",2436880.10812559
"Entidades Publicas","2012-07-01",12664177.9824335
"Entidades sin Animo de Lucro","2012-07-01",178712.2635791
"Fiducia Publica","2012-07-01",26229405.9263727
"Fondos de Capital Extranjero","2012-07-01",5246143.9348775
"Fondos de Pensiones y Cesantias","2012-07-01",43407058.961059
"Fondos de Prima Media","2012-07-01",3479932.17897267
"Instituciones Oficiales Especiales","2012-07-01",8497639.05015906
"Ministerio de Hacienda y CP","2012-07-01",3632738.3358751
"Otros Fondos","2012-07-01",26854.669701
"Personas Juridicas","2012-07-01",717704.483486442
"Personas Naturales","2012-07-01",279865.3510324
"Proveedores de Infraestructura","2012-07-01",703094.9847867
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-08-01",425447.61444935
"Banco de la Republica","2012-08-01",696815.33242036
"Bancos Comerciales","2012-08-01",29027835.9416275
"Carteras Colectivas y Fondos Administrados","2012-08-01",1846258.1780854
"Comisionistas de Bolsa","2012-08-01",651197.135249015
"Compañias de Financiamiento Comercial","2012-08-01",37891.142
"Compañias de Seguros y Capitalizacion","2012-08-01",8481835.22196271
"Cooperativas Grado Super. Caracter Finan","2012-08-01",26797.2
"Corporaciones Financieras","2012-08-01",1911333.78027735
"Entidades Publicas","2012-08-01",12896398.0952936
"Entidades sin Animo de Lucro","2012-08-01",178779.6309502
"Fiducia Publica","2012-08-01",26601646.0344039
"Fondos de Capital Extranjero","2012-08-01",4849240.54311
"Fondos de Pensiones y Cesantias","2012-08-01",43711780.3172476
"Fondos de Prima Media","2012-08-01",3460835.36660127
"Instituciones Oficiales Especiales","2012-08-01",8285169.8854322
"Ministerio de Hacienda y CP","2012-08-01",3731998.3360622
"Otros Fondos","2012-08-01",29229.446522
"Personas Juridicas","2012-08-01",622896.124878675
"Personas Naturales","2012-08-01",273155.0809688
"Proveedores de Infraestructura","2012-08-01",691025.1675774
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-09-01",409759.08844935
"Banco de la Republica","2012-09-01",696825.26275336
"Bancos Comerciales","2012-09-01",30019422.2723541
"Carteras Colectivas y Fondos Administrados","2012-09-01",1875096.4253132
"Comisionistas de Bolsa","2012-09-01",736023.263596887
"Compañias de Financiamiento Comercial","2012-09-01",58164.986
"Compañias de Seguros y Capitalizacion","2012-09-01",8222323.79828331
"Cooperativas Grado Super. Caracter Finan","2012-09-01",16500
"Corporaciones Financieras","2012-09-01",1181726.37473033
"Entidades Publicas","2012-09-01",12833710.1058666
"Entidades sin Animo de Lucro","2012-09-01",169582.6985532
"Fiducia Publica","2012-09-01",27115285.595755
"Fondos de Capital Extranjero","2012-09-01",4633141.77889
"Fondos de Pensiones y Cesantias","2012-09-01",43641586.5576603
"Fondos de Prima Media","2012-09-01",3546884.40767927
"Instituciones Oficiales Especiales","2012-09-01",8536189.91422667
"Ministerio de Hacienda y CP","2012-09-01",4004862.2103452
"Otros Fondos","2012-09-01",27170.592852
"Personas Juridicas","2012-09-01",548812.035983603
"Personas Naturales","2012-09-01",246665.6932568
"Proveedores de Infraestructura","2012-09-01",694633.8431884
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-10-01",472411.24394935
"Banco de la Republica","2012-10-01",696988.35665106
"Bancos Comerciales","2012-10-01",30292202.3148049
"Carteras Colectivas y Fondos Administrados","2012-10-01",2135184.4099989
"Comisionistas de Bolsa","2012-10-01",703688.148325864
"Compañias de Financiamiento Comercial","2012-10-01",37339.1595
"Compañias de Seguros y Capitalizacion","2012-10-01",8287813.80462791
"Cooperativas Grado Super. Caracter Finan","2012-10-01",28703
"Corporaciones Financieras","2012-10-01",1127470.51705322
"Entidades Publicas","2012-10-01",13484772.0534203
"Entidades sin Animo de Lucro","2012-10-01",146180.4338139
"Fiducia Publica","2012-10-01",27538967.4972949
"Fondos de Capital Extranjero","2012-10-01",4501878.7613775
"Fondos de Pensiones y Cesantias","2012-10-01",42827070.5384951
"Fondos de Prima Media","2012-10-01",3569365.22471747
"Instituciones Oficiales Especiales","2012-10-01",8455840.44342251
"Ministerio de Hacienda y CP","2012-10-01",4229211.0870979
"Otros Fondos","2012-10-01",27763.538529
"Personas Juridicas","2012-10-01",537173.069549926
"Personas Naturales","2012-10-01",231920.7815564
"Proveedores de Infraestructura","2012-10-01",686012.4225543
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-11-01",302573.63650035
"Banco de la Republica","2012-11-01",697200.62934076
"Bancos Comerciales","2012-11-01",30701286.0066433
"Carteras Colectivas y Fondos Administrados","2012-11-01",1984004.4074184
"Comisionistas de Bolsa","2012-11-01",779865.187935768
"Compañias de Financiamiento Comercial","2012-11-01",37062.793
"Compañias de Seguros y Capitalizacion","2012-11-01",8338212.4607959
"Cooperativas Grado Super. Caracter Finan","2012-11-01",19568.3
"Corporaciones Financieras","2012-11-01",1559700.57812613
"Entidades Publicas","2012-11-01",13427158.215126
"Entidades sin Animo de Lucro","2012-11-01",154800.5683466
"Fiducia Publica","2012-11-01",27148198.3853133
"Fondos de Capital Extranjero","2012-11-01",4608856.518285
"Fondos de Pensiones y Cesantias","2012-11-01",42876495.6194464
"Fondos de Prima Media","2012-11-01",3546629.14042767
"Instituciones Oficiales Especiales","2012-11-01",8462235.19355763
"Ministerio de Hacienda y CP","2012-11-01",4067650.9874426
"Otros Fondos","2012-11-01",25206.804126
"Personas Juridicas","2012-11-01",593941.907912922
"Personas Naturales","2012-11-01",222064.9141416
"Proveedores de Infraestructura","2012-11-01",728870.0046842
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2012-12-01",321339.45900035
"Banco de la Republica","2012-12-01",769902.02517226
"Bancos Comerciales","2012-12-01",32447224.3422733
"Carteras Colectivas y Fondos Administrados","2012-12-01",2128178.6796981
"Comisionistas de Bolsa","2012-12-01",644184.958746764
"Compañias de Financiamiento Comercial","2012-12-01",29647.0595
"Compañias de Seguros y Capitalizacion","2012-12-01",8303308.36781044
"Cooperativas Grado Super. Caracter Finan","2012-12-01",14000
"Corporaciones Financieras","2012-12-01",721329.570944637
"Entidades Publicas","2012-12-01",12724467.9159775
"Entidades sin Animo de Lucro","2012-12-01",155599.5748631
"Fiducia Publica","2012-12-01",26740494.199884
"Fondos de Capital Extranjero","2012-12-01",5477260.3045175
"Fondos de Pensiones y Cesantias","2012-12-01",42135383.1485292
"Fondos de Prima Media","2012-12-01",3531488.14455667
